content;content_language;content_ori;sentiment
"Eu realmente queria ver esse filme - achei o enredo realmente único e intrigante. Um policial Andy Garcia tem um filho que está morrendo e precisa de reposição da medula óssea para viver. A única partida é um serial killer condenado, que foge da prisão. Para salvar seu filho, ele tem que rastrear o assassino. Michael Keaton interpreta o condenado em um dos muitos aspectos decepcionantes do filme. Keaton é um ótimo ator às vezes, mas aqui ele é muito chato. É over-the-top ao ponto em que você acabou de parar de cuidar. Garcia é melhor, mas tenta muito difícil para um filme que não é par. Barbet Schroeder de uma só vez um diretor tão promissor com filmes como ""Barfly"", que praticamente não chega a nada no mercado americano, dirige bastante bem - eu sinceramente pensei que o roteiro era o culpado aqui ... é apenas uma grande bagunça. desperdiça muito material bom, bons atores e um bom diretor - tudo por causa de um script defeituoso. O que deveria ter sido um filme tenso e instigante é apenas um fracasso de ação de Hollywood.";pt-br;"Eu realmente queria ver esse filme - achei o enredo realmente único e intrigante. Um policial Andy Garcia tem um filho que está morrendo e precisa de reposição da medula óssea para viver. A única partida é um serial killer condenado, que foge da prisão. Para salvar seu filho, ele tem que rastrear o assassino. Michael Keaton interpreta o condenado em um dos muitos aspectos decepcionantes do filme. Keaton é um ótimo ator às vezes, mas aqui ele é muito chato. É over-the-top ao ponto em que você acabou de parar de cuidar. Garcia é melhor, mas tenta muito difícil para um filme que não é par. Barbet Schroeder de uma só vez um diretor tão promissor com filmes como ""Barfly"", que praticamente não chega a nada no mercado americano, dirige bastante bem - eu sinceramente pensei que o roteiro era o culpado aqui ... é apenas uma grande bagunça. desperdiça muito material bom, bons atores e um bom diretor - tudo por causa de um script defeituoso. O que deveria ter sido um filme tenso e instigante é apenas um fracasso de ação de Hollywood.";Negative
"Minha filha de 5 anos é muito a série de filmes da Barbie. Eu tinha sentimentos contraditórios sobre isso - não querendo que ela acreditasse em toda a imagem de uma boneca Barbie, e reconhecendo que os filmes são uma jogada de marketing para convencer as garotas a comprar mais bonecas e ganhar mais dinheiro para a Mattel. Esta manhã, embora ela me pediu para assistir a este filme com ela, e - sendo uma manhã preguiçosa de sábado e sem muito mais o que fazer - eu concordei. Eu não sei se os filmes foram feitos para ajudar a vender os bonecos, que parecem estar perdendo um pouco o apelo do que ouvi ou se os bonecos estão lá para comercializar os filmes ou, mais provavelmente, um pouco de ambos, mas o que quer que seja o caso, eu tenho que admitir - um pouco para minha surpresa, isso não foi meio ruim.É uma história divertida e imaginativa cheia de lugares mágicos e pessoas e personagens memoráveis ​​tanto bons quanto maus. Essencialmente, Annika ""interpretada"" por Barbie tem que encontrar uma maneira de construir uma ""varinha de luz"" para reverter os feitiços do mago Wenlock, que entre outras coisas transformou sua irmã em um cavalo voador e seus pais em pedra. A animação aqui foi muito boa - não é da Disney se alguém pensa na Disney como o padrão para aspirar, mas geralmente é muito bom, e embora o filme seja obviamente feito sob medida para garotas ao invés de homens de meia idade, eu ainda descobri que havia o suficiente voltas e mais voltas para me fazer pensar como tudo ia acabar. É verdade que havia alguns buracos na história, ou pelo menos algumas inconsistências lógicas, mas novamente é preciso lembrar o público-alvo, que realmente não pensaria em tais coisas. Este é um filme familiar decente. 7/10";pt-br;"Minha filha de 5 anos é muito a série de filmes da Barbie. Eu tinha sentimentos contraditórios sobre isso - não querendo que ela acreditasse em toda a imagem de uma boneca Barbie, e reconhecendo que os filmes são uma jogada de marketing para convencer as garotas a comprar mais bonecas e ganhar mais dinheiro para a Mattel. Esta manhã, embora ela me pediu para assistir a este filme com ela, e - sendo uma manhã preguiçosa de sábado e sem muito mais o que fazer - eu concordei. Eu não sei se os filmes foram feitos para ajudar a vender os bonecos, que parecem estar perdendo um pouco o apelo do que ouvi ou se os bonecos estão lá para comercializar os filmes ou, mais provavelmente, um pouco de ambos, mas o que quer que seja o caso, eu tenho que admitir - um pouco para minha surpresa, isso não foi meio ruim.É uma história divertida e imaginativa cheia de lugares mágicos e pessoas e personagens memoráveis ​​tanto bons quanto maus. Essencialmente, Annika ""interpretada"" por Barbie tem que encontrar uma maneira de construir uma ""varinha de luz"" para reverter os feitiços do mago Wenlock, que entre outras coisas transformou sua irmã em um cavalo voador e seus pais em pedra. A animação aqui foi muito boa - não é da Disney se alguém pensa na Disney como o padrão para aspirar, mas geralmente é muito bom, e embora o filme seja obviamente feito sob medida para garotas ao invés de homens de meia idade, eu ainda descobri que havia o suficiente voltas e mais voltas para me fazer pensar como tudo ia acabar. É verdade que havia alguns buracos na história, ou pelo menos algumas inconsistências lógicas, mas novamente é preciso lembrar o público-alvo, que realmente não pensaria em tais coisas. Este é um filme familiar decente. 7/10";Positive
"Eu acabei de tropeçar neste filme e verifiquei o IMDb para mais informações: Pontuação 6,7, bem ... não é tão ruim. Gênero: ficção científica ... bom eu gosto de ficção científica. Então eu peguei o filme e estava ansioso para ter uma noite relaxante de domingo assistindo. Mas, mas ... Não. Em resumo, este não é um filme. É uma propaganda religiosa, incluindo: preceching sobre Jesus, deus, diabo, fim do mundo etc. O filme começa com uma história épica de sequestro: Dirigir à noite, pára de carro, luz brilhante e assim por diante ... Bem, na verdade isso foi o filme. Último deste ... hummm ... francamente eu não sei como chamá-lo ... foi o diálogo sobre o fim do mundo e o último julgamento. A mesma coisa que esses pregadores de TV dizem, mas eles são ""bons"" nisso. Honestamente, se você quiser ver um filme de ficção científica ou algo assim com OVNIs, por favor fique longe dessa ""coisa"". Não tem nada a ver com eles. Se você quiser ouvir alguma opinião sobre o que a bíblia tem a dizer e o que você deve fazer. Então vá em frente e observe essa ""coisa"", mas eu ainda prefiro ir à igreja no domingo. Isso é um touro completo. e propaganda cristã evangélica, como outros usuários disseram = Bem ... eu deveria ter outros comentários de usuários vermelhos antes de eu ter o filme. 27% dos votantes classificaram essa ""coisa"" como 10. Sim, certo. Por favor, vá a outro lugar para fazer sua propaganda";pt-br;"Eu acabei de tropeçar neste filme e verifiquei o IMDb para mais informações: Pontuação 6,7, bem ... não é tão ruim. Gênero: ficção científica ... bom eu gosto de ficção científica. Então eu peguei o filme e estava ansioso para ter uma noite relaxante de domingo assistindo. Mas, mas ... Não. Em resumo, este não é um filme. É uma propaganda religiosa, incluindo: preceching sobre Jesus, deus, diabo, fim do mundo etc. O filme começa com uma história épica de sequestro: Dirigir à noite, pára de carro, luz brilhante e assim por diante ... Bem, na verdade isso foi o filme. Último deste ... hummm ... francamente eu não sei como chamá-lo ... foi o diálogo sobre o fim do mundo e o último julgamento. A mesma coisa que esses pregadores de TV dizem, mas eles são ""bons"" nisso. Honestamente, se você quiser ver um filme de ficção científica ou algo assim com OVNIs, por favor fique longe dessa ""coisa"". Não tem nada a ver com eles. Se você quiser ouvir alguma opinião sobre o que a bíblia tem a dizer e o que você deve fazer. Então vá em frente e observe essa ""coisa"", mas eu ainda prefiro ir à igreja no domingo. Isso é um touro completo. e propaganda cristã evangélica, como outros usuários disseram = Bem ... eu deveria ter outros comentários de usuários vermelhos antes de eu ter o filme. 27% dos votantes classificaram essa ""coisa"" como 10. Sim, certo. Por favor, vá a outro lugar para fazer sua propaganda";Negative
Eu li o livro Scarlett e estava esperando um bom filme a primeira vez que o vi. Estou com medo de dizer que fiquei desapontado. O filme não seguiu o livro e fez muitas mudanças que eu não gostei. Uma das mudanças que eu não gostei do jeito que Lord Fenton foi retratado. Não fazia sentido fazê-lo ser um homem mau. O jeito que as coisas terminavam entre Lorde Fenton e Scarlett era muito diferente e todo o relacionamento deles era íntimo demais. Houve também muito menos confronto entre Scarlett e Rhett no filme do que foi originalmente escrito no livro. O filme enviou os dois em dois caminhos completamente opostos e eles não parecem se cruzar com freqüência suficiente para fazer parecer que ainda poderia haver amor entre os dois. Um ótimo filme, mas acredito que certamente poderia ter sido melhor do que era, se fosse mais fiel ao livro de Alexandra Rippleys.;pt-br;Eu li o livro Scarlett e estava esperando um bom filme a primeira vez que o vi. Estou com medo de dizer que fiquei desapontado. O filme não seguiu o livro e fez muitas mudanças que eu não gostei. Uma das mudanças que eu não gostei do jeito que Lord Fenton foi retratado. Não fazia sentido fazê-lo ser um homem mau. O jeito que as coisas terminavam entre Lorde Fenton e Scarlett era muito diferente e todo o relacionamento deles era íntimo demais. Houve também muito menos confronto entre Scarlett e Rhett no filme do que foi originalmente escrito no livro. O filme enviou os dois em dois caminhos completamente opostos e eles não parecem se cruzar com freqüência suficiente para fazer parecer que ainda poderia haver amor entre os dois. Um ótimo filme, mas acredito que certamente poderia ter sido melhor do que era, se fosse mais fiel ao livro de Alexandra Rippleys.;Negative
"Robert DeNiro e Eddie Murphy, que equipe. Enquanto Rene Russo, William Shanter e aquele cara do Everyday estão juntos para o passeio. Este é um filme engraçado e ótimo. Não é só isso, mas é um bom filme de amigo. Tom Dey Shanghai Noon dirige esse filme. Do começo ao fim, foi uma obra-prima. Nenhum humor de palhaçada aqui. Mas bons velhos tempos riem. Tirando sarro de todos os outros movimentos de policial para citar alguns Lethal Weapon, Beverly Hills Cop, Quinze Minutos e etc ... Se você quiser ver um filme, veja este. Você vai amar. Tem um elenco e equipe maravilhosos. Então, saia do seu a partir de assistir ""COPS"" e assista ""Showtime"" para um filme policial. E lembre-se, eles estarão protegendo seu vizinho em ... hum ... oh! Nas noites de sexta-feira às 8:00, todo mundo diz que sou um escritor ruim.";pt-br;"Robert DeNiro e Eddie Murphy, que equipe. Enquanto Rene Russo, William Shanter e aquele cara do Everyday estão juntos para o passeio. Este é um filme engraçado e ótimo. Não é só isso, mas é um bom filme de amigo. Tom Dey Shanghai Noon dirige esse filme. Do começo ao fim, foi uma obra-prima. Nenhum humor de palhaçada aqui. Mas bons velhos tempos riem. Tirando sarro de todos os outros movimentos de policial para citar alguns Lethal Weapon, Beverly Hills Cop, Quinze Minutos e etc ... Se você quiser ver um filme, veja este. Você vai amar. Tem um elenco e equipe maravilhosos. Então, saia do seu a partir de assistir ""COPS"" e assista ""Showtime"" para um filme policial. E lembre-se, eles estarão protegendo seu vizinho em ... hum ... oh! Nas noites de sexta-feira às 8:00, todo mundo diz que sou um escritor ruim.";Positive
Tenho certeza que ele não precisa do dinheiro para uma operação de salvamento ou transplante. com toda a honestidade, penso que este comentário se qualifica como um filme melhor do que à prova de balas. obrigado por ouvir.;pt-br;Tenho certeza que ele não precisa do dinheiro para uma operação de salvamento ou transplante. com toda a honestidade, penso que este comentário se qualifica como um filme melhor do que à prova de balas. obrigado por ouvir.;Negative
Say Yes é um daqueles filmes que você espera que esteja melhorando, mas nunca o faz. É o tipo de psicopata sem motivação que decide ameaçar um casal inocente, tão amado pelos produtores de filmes em linha reta. O diálogo é desajeitado e, em vários lugares, mal traduzido. A atuação é uniformemente pobre, especialmente do vilão da peça, interpretada por Joong-Hoon Park. Ele parece pensar que, ao não piscar e tentar falar com voz profunda, está fazendo seu personagem parecer ameaçador, quando tudo o que ele faz é fazê-lo parecer um pouco simples. O enredo merece menção especial, já que é idiota além de qualquer crença. . Os heróis não acham muito estranho que o seu carona ameace matá-los. A heroína consegue duas vezes perder a visão do vilão quando ele não está a mais de 30 centímetros dela. O vilão passa por um posto policial enquanto veste uma camisa coberta de sangue e uma atadura sangrenta na cabeça mostrando aos policiais um cadáver queimado no banco do passageiro do carro que ele está dirigindo. O vilão é socado, golpeado com uma pá e preso com um forcado, mas nunca parece ser impedido por estes ferimentos bastante sérios. E nem me faça começar a terrível reviravolta final. O único ponto positivo neste filme, para mim, é Sang Mi Chu. Quem é muito bonito, mas na verdade não é mais do que uma atriz medíocre. Em geral, esse filme sai como uma tentativa mal escrita, flacidamente dirigida e chocantemente dirigida de copiar The Hitcher e Spoorloos, mas falha a todo momento devido à falta de talento. em todos os envolvidos.;pt-br;Say Yes é um daqueles filmes que você espera que esteja melhorando, mas nunca o faz. É o tipo de psicopata sem motivação que decide ameaçar um casal inocente, tão amado pelos produtores de filmes em linha reta. O diálogo é desajeitado e, em vários lugares, mal traduzido. A atuação é uniformemente pobre, especialmente do vilão da peça, interpretada por Joong-Hoon Park. Ele parece pensar que, ao não piscar e tentar falar com voz profunda, está fazendo seu personagem parecer ameaçador, quando tudo o que ele faz é fazê-lo parecer um pouco simples. O enredo merece menção especial, já que é idiota além de qualquer crença. . Os heróis não acham muito estranho que o seu carona ameace matá-los. A heroína consegue duas vezes perder a visão do vilão quando ele não está a mais de 30 centímetros dela. O vilão passa por um posto policial enquanto veste uma camisa coberta de sangue e uma atadura sangrenta na cabeça mostrando aos policiais um cadáver queimado no banco do passageiro do carro que ele está dirigindo. O vilão é socado, golpeado com uma pá e preso com um forcado, mas nunca parece ser impedido por estes ferimentos bastante sérios. E nem me faça começar a terrível reviravolta final. O único ponto positivo neste filme, para mim, é Sang Mi Chu. Quem é muito bonito, mas na verdade não é mais do que uma atriz medíocre. Em geral, esse filme sai como uma tentativa mal escrita, flacidamente dirigida e chocantemente dirigida de copiar The Hitcher e Spoorloos, mas falha a todo momento devido à falta de talento. em todos os envolvidos.;Negative
"Este filme foi na TV britânica ontem à noite, e é maravilhoso! Mulheres fortes, boa música a maior parte do tempo e só fazem você pensar. Nós temos estereótipos do que as pessoas mais velhas ""deveriam"" fazer, e há fantásticas aparições das ""crianças sensatas, mas preocupadas"". Chegando perto do meu melhor filme de sempre!";pt-br;"Este filme foi na TV britânica ontem à noite, e é maravilhoso! Mulheres fortes, boa música a maior parte do tempo e só fazem você pensar. Nós temos estereótipos do que as pessoas mais velhas ""deveriam"" fazer, e há fantásticas aparições das ""crianças sensatas, mas preocupadas"". Chegando perto do meu melhor filme de sempre!";Positive
"Primeiro, deixe-me confessar que eu não li este romance em particular de Balzac, então talvez eu esteja dirigindo meus objeções injustamente para o diretor e editor. Ainda minha experiência com Balzac em outras histórias é que ele escreve como um realista, não um obscurantista. Este é certamente um filme que vale a pena enquanto, mas um é deixado intrigado no final. Foi o coronel uma fraude, usado pelo advogado para seus próprios fins ou para quem além de si mesmo; ou o coronel não era uma fraude, mas usado como dito pelo advogado; ou o advogado realmente tentou servir o coronel honesto? O diretor e / ou o editor me parecem ter deliberadamente obscurecido essas questões, o que não parece ser o Balzac, o realista. Ao mesmo tempo, o filme faz um excelente trabalho ao delinear os personagens, se não seus motivos, e o elenco e a produção são excelentes. Essa cena de campo de batalha de abertura está fadada a assombrar os sonhos de alguém. Ainda assim, é de se admirar a tendência muito comum entre os cineastas contemporâneos de favorecer a ambigüidade acima de tudo. Os problemas e motivos de todos esses personagens eram complicados o suficiente para Yves Angelo?";pt-br;"Primeiro, deixe-me confessar que eu não li este romance em particular de Balzac, então talvez eu esteja dirigindo meus objeções injustamente para o diretor e editor. Ainda minha experiência com Balzac em outras histórias é que ele escreve como um realista, não um obscurantista. Este é certamente um filme que vale a pena enquanto, mas um é deixado intrigado no final. Foi o coronel uma fraude, usado pelo advogado para seus próprios fins ou para quem além de si mesmo; ou o coronel não era uma fraude, mas usado como dito pelo advogado; ou o advogado realmente tentou servir o coronel honesto? O diretor e / ou o editor me parecem ter deliberadamente obscurecido essas questões, o que não parece ser o Balzac, o realista. Ao mesmo tempo, o filme faz um excelente trabalho ao delinear os personagens, se não seus motivos, e o elenco e a produção são excelentes. Essa cena de campo de batalha de abertura está fadada a assombrar os sonhos de alguém. Ainda assim, é de se admirar a tendência muito comum entre os cineastas contemporâneos de favorecer a ambigüidade acima de tudo. Os problemas e motivos de todos esses personagens eram complicados o suficiente para Yves Angelo?";Positive
"Tweaked um pouco, nada poderia ser um filme para crianças. É um conceito muito inteligente, aborda alguns temas metafísicos interessantes e vai contra praticamente todas as convenções de Hollywood em que você pode pensar ... o que vai contra tudo mais do que, literalmente, ""nada""? Nada é a história de dois amigos que desejam o mundo longe quando tudo dá errado com suas vidas. Tudo o que resta é o que eles não odeiam e um grande espaço branco vazio. É difícil focar uma história em apenas dois atores para a maioria do seu filme, especialmente sem cortes em nada que esteja acontecendo fora do enredo. Ele se concentra em praticamente um assunto, mas é o principal território de Vincenzo Natali. Se você já viu o Cube, já sabe que ele gosta desse tipo de situação. O ""nada"" neste filme é aparentemente um espaço infinito, mas Natali de alguma forma consegue torná-lo um pouco claustrofóbico, mesmo porque não há literalmente mais nada, e nenhum outro lugar para ir. Os atores vendem, embora você possa dizer que esses caras são amigos mesmo assim. Dois atores de Cube retornam aqui Worth e Kazan, mas são personagens totalmente diferentes. Eles mudam ao longo da história, e embora não sejam os atores mais fortes do mundo, pelo menos são críveis. A razão pela qual eu digo que isso pode ser um filme infantil sob os ajustes certos, é porque além de alguns f-bombas e um tanto desnecessário sequência de sonhos sangrentos, a sensação extravagante e muitas vezes boba deste filme poderia ser facilmente digerida por crianças. Então eu acho uma escolha estranha que os escritores decidam adicionar alguma linguagem grosseira e uma pequena quantidade de sangue, especialmente considerando que não há muito disso. Isso poderia ter obtido uma classificação PG facilmente se eles simplesmente cortassem algumas coisas e trocassem um pequeno diálogo. Há muito pouco questionável sobre este filme, mas apenas o suficiente para impedir os pais de querer que seus filhos o vejam. Eu só digo que é uma vergonha porque não porque eu apoio a censura, mas porque isso pode ter sido a única coisa que impediu que este filme tivesse uma exposição mais ampla. De qualquer forma, este é um filme razoavelmente divertido, embora com algumas cenas arrastadas. Mas por literalmente ser sobre nada, e focado inteiramente em dois personagens e suas interações com absolutamente nada, eles fazem um trabalho surpreendentemente bom para um filme independente.";pt-br;"Tweaked um pouco, nada poderia ser um filme para crianças. É um conceito muito inteligente, aborda alguns temas metafísicos interessantes e vai contra praticamente todas as convenções de Hollywood em que você pode pensar ... o que vai contra tudo mais do que, literalmente, ""nada""? Nada é a história de dois amigos que desejam o mundo longe quando tudo dá errado com suas vidas. Tudo o que resta é o que eles não odeiam e um grande espaço branco vazio. É difícil focar uma história em apenas dois atores para a maioria do seu filme, especialmente sem cortes em nada que esteja acontecendo fora do enredo. Ele se concentra em praticamente um assunto, mas é o principal território de Vincenzo Natali. Se você já viu o Cube, já sabe que ele gosta desse tipo de situação. O ""nada"" neste filme é aparentemente um espaço infinito, mas Natali de alguma forma consegue torná-lo um pouco claustrofóbico, mesmo porque não há literalmente mais nada, e nenhum outro lugar para ir. Os atores vendem, embora você possa dizer que esses caras são amigos mesmo assim. Dois atores de Cube retornam aqui Worth e Kazan, mas são personagens totalmente diferentes. Eles mudam ao longo da história, e embora não sejam os atores mais fortes do mundo, pelo menos são críveis. A razão pela qual eu digo que isso pode ser um filme infantil sob os ajustes certos, é porque além de alguns f-bombas e um tanto desnecessário sequência de sonhos sangrentos, a sensação extravagante e muitas vezes boba deste filme poderia ser facilmente digerida por crianças. Então eu acho uma escolha estranha que os escritores decidam adicionar alguma linguagem grosseira e uma pequena quantidade de sangue, especialmente considerando que não há muito disso. Isso poderia ter obtido uma classificação PG facilmente se eles simplesmente cortassem algumas coisas e trocassem um pequeno diálogo. Há muito pouco questionável sobre este filme, mas apenas o suficiente para impedir os pais de querer que seus filhos o vejam. Eu só digo que é uma vergonha porque não porque eu apoio a censura, mas porque isso pode ter sido a única coisa que impediu que este filme tivesse uma exposição mais ampla. De qualquer forma, este é um filme razoavelmente divertido, embora com algumas cenas arrastadas. Mas por literalmente ser sobre nada, e focado inteiramente em dois personagens e suas interações com absolutamente nada, eles fazem um trabalho surpreendentemente bom para um filme independente.";Positive
"É muito ruim que muitas pessoas não entenderam isso e o próximo episódio. Mas não se preocupe! Eu também explico você: Este episódio é dividido em duas partes. A primeira parte é Tonys ""Dream"" em coma. A segunda parte é o que acontece na vida real. Agora, o que as pessoas não entenderam é que o sonho de Tonys é mais do que apenas um sonho. neste episódio é sobre a sua preparação para a sua morte. Ele perde sua própria identidade e acaba esquecendo de si mesmo, assim ele desconecta todas as suas ligações com este mundo. Você notará o que estou dizendo na cena do médico, onde tony diz que perdeu sua pasta que contém ""sua vida"". Os criadores realmente fizeram um excelente trabalho ao interpretar seus próprios pensamentos sobre o que acontece quando você morre. Se você entender todo o enredo, verá que este e o próximo episódio são uma coisa única, com grandes significados espirituais. Como em todos os episódios de sopranos, a atuação e a filmagem são excelentes. A única coisa que eu não entendi foi qual o papel dos monges. Vou assistir a isso até eu conseguir isso. De qualquer forma, esse episódio realmente me tocou, e eu não acho que alguém possa ter uma visão melhor do que acontece em uma experiência de quase morte. 10/10 Sem dúvida.";pt-br;"É muito ruim que muitas pessoas não entenderam isso e o próximo episódio. Mas não se preocupe! Eu também explico você: Este episódio é dividido em duas partes. A primeira parte é Tonys ""Dream"" em coma. A segunda parte é o que acontece na vida real. Agora, o que as pessoas não entenderam é que o sonho de Tonys é mais do que apenas um sonho. neste episódio é sobre a sua preparação para a sua morte. Ele perde sua própria identidade e acaba esquecendo de si mesmo, assim ele desconecta todas as suas ligações com este mundo. Você notará o que estou dizendo na cena do médico, onde tony diz que perdeu sua pasta que contém ""sua vida"". Os criadores realmente fizeram um excelente trabalho ao interpretar seus próprios pensamentos sobre o que acontece quando você morre. Se você entender todo o enredo, verá que este e o próximo episódio são uma coisa única, com grandes significados espirituais. Como em todos os episódios de sopranos, a atuação e a filmagem são excelentes. A única coisa que eu não entendi foi qual o papel dos monges. Vou assistir a isso até eu conseguir isso. De qualquer forma, esse episódio realmente me tocou, e eu não acho que alguém possa ter uma visão melhor do que acontece em uma experiência de quase morte. 10/10 Sem dúvida.";Positive
"Não tenho certeza em que circunstâncias o diretor Visconti decidiu filmar o romance de James Cains ""O carteiro toca sempre duas vezes"" Eu nem tenho certeza se Viscounti adquiriu os direitos dos livros, mas o filme resultante é definitivamente interessante. Não é a melhor versão da história de Cains. Eu gosto da versão de 1981, mas graças à excelente direção de Viscontis e ao elenco de Clara Calamai e Massimo Girotti, um casal muito sensual, é uma obrigação para os fãs de noir. Visconti mistura o neorrealismo com as sensibilidades noir com grande efeito. O filme não é perfeito, no entanto. Minha principal queixa é que o filme é um pouco longo demais para seu próprio bem; A história se move em um ritmo muito lento Eu não acho que Visconti fosse muito bom em editar seus filmes. Eu acho que film noir funciona melhor com um tempo curto. Felizmente, Calamai e Girotti são atores magnéticos que mantêm o espectador interessado. De qualquer forma, por mais que eu goste desse filme e dos remakes, acho que ninguém fez a versão definitiva do livro muito elogiado de Cain.";pt-br;"Não tenho certeza em que circunstâncias o diretor Visconti decidiu filmar o romance de James Cains ""O carteiro toca sempre duas vezes"" Eu nem tenho certeza se Viscounti adquiriu os direitos dos livros, mas o filme resultante é definitivamente interessante. Não é a melhor versão da história de Cains. Eu gosto da versão de 1981, mas graças à excelente direção de Viscontis e ao elenco de Clara Calamai e Massimo Girotti, um casal muito sensual, é uma obrigação para os fãs de noir. Visconti mistura o neorrealismo com as sensibilidades noir com grande efeito. O filme não é perfeito, no entanto. Minha principal queixa é que o filme é um pouco longo demais para seu próprio bem; A história se move em um ritmo muito lento Eu não acho que Visconti fosse muito bom em editar seus filmes. Eu acho que film noir funciona melhor com um tempo curto. Felizmente, Calamai e Girotti são atores magnéticos que mantêm o espectador interessado. De qualquer forma, por mais que eu goste desse filme e dos remakes, acho que ninguém fez a versão definitiva do livro muito elogiado de Cain.";Positive
Este é o melhor filme de todos os tempos. Se você o escreveu sem nunca vê-lo. Você deve dar uma segunda chance.;pt-br;Este é o melhor filme de todos os tempos. Se você o escreveu sem nunca vê-lo. Você deve dar uma segunda chance.;Positive
"""Escape from Hell"" não é feito com arte suficiente para disfarçar o que é: exploração crassa. A direção e a escrita são desleixadas: por exemplo, o trabalho de câmera durante a luta entre Cintia Lodetti e Ajita Wilson é tão ruim que você mal consegue ver o que está acontecendo; também, se o médico alcoólatra, mas de bom coração, não tivesse matado o diretor, os guardas nunca o teriam seguido e as meninas após a fuga - o plano da ""peste falsa"" funcionou bem até então, mas ele só teve que arruiná-lo. Eu teria dado a este filme um 4 de 10 a cena lésbica suada não é ruim e Christina Lai tem um rosto e corpo incrivelmente bonito, mas uma cena particularmente repugnante de abuso me forçou a cortar mais 2 pontos. Claro que alguns doentes tomam isso como uma recomendação. Afinal, uma coisa ainda mais perturbadora do que esse filme é que algumas pessoas realmente deram críticas positivas!";pt-br;"""Escape from Hell"" não é feito com arte suficiente para disfarçar o que é: exploração crassa. A direção e a escrita são desleixadas: por exemplo, o trabalho de câmera durante a luta entre Cintia Lodetti e Ajita Wilson é tão ruim que você mal consegue ver o que está acontecendo; também, se o médico alcoólatra, mas de bom coração, não tivesse matado o diretor, os guardas nunca o teriam seguido e as meninas após a fuga - o plano da ""peste falsa"" funcionou bem até então, mas ele só teve que arruiná-lo. Eu teria dado a este filme um 4 de 10 a cena lésbica suada não é ruim e Christina Lai tem um rosto e corpo incrivelmente bonito, mas uma cena particularmente repugnante de abuso me forçou a cortar mais 2 pontos. Claro que alguns doentes tomam isso como uma recomendação. Afinal, uma coisa ainda mais perturbadora do que esse filme é que algumas pessoas realmente deram críticas positivas!";Negative
Eu assisti esse filme inúmeras vezes, e nunca deixei de me encantar com sua simplicidade, sinceridade e bondade caseira. Grandes caracterizações por todo o elenco, e os adoráveis ​​trens a vapor que desempenham um papel de apoio tão importante. Confesso que me apaixonei por Roberta em 1970, e ela ainda me toca hoje. Mostrado na TV na Nova Zelândia no dia de Natal, o melhor presente que eu poderia ter tido.;pt-br;Eu assisti esse filme inúmeras vezes, e nunca deixei de me encantar com sua simplicidade, sinceridade e bondade caseira. Grandes caracterizações por todo o elenco, e os adoráveis ​​trens a vapor que desempenham um papel de apoio tão importante. Confesso que me apaixonei por Roberta em 1970, e ela ainda me toca hoje. Mostrado na TV na Nova Zelândia no dia de Natal, o melhor presente que eu poderia ter tido.;Positive
